7F1A1204	7C3A80EF 7D6DB019 791B6623
76D1FB8A	7B4F0C6D 7F1781C3 75A4F644 76EE3800 769ACDAA 7D35B502
7F1FF3D8	768EA04D 7ADA0237 81265E78
780DC740	77D1B652 7B92F460 80C7BD71 81505645 80942083 7F37BA6B 80B1AD70
7F3EEA79	8022CAB7 7C2DB00B 81464DE1 7FEF7B79 77BBF2FD 76BF0A67 7CC0C570 7B71F558
7E8738C3	7EECD34E 785E0257
8009F0D4	7D35775C 7CC797D8 8113105A
7C51C329	7709C417 77942848 760613A2 761837F4 7FE16087 776A3C97 783A690A 75ED9AB0 7C8551A5 77ECE3A3 7969639B 79802F9C 7A189B92 7B944678 7C9BA1F0 792C37A9 75CF6A49 77224E8C 7B44080B 7A616340 7C6B0E6B 7F546A77 7B90B183 7D544124 7A0E5491 7B565480 752AB26A 788BCB08 77E33192 758DAD82 752AAAF7 7936A0C6 7F4949E4
8023783C	76B4502C 8033D1A9 7D49D311
7FB2FD6C	7BEA4F56 7518D8A8 8172D03B 77E314CD 7A41003E 7FFF1C4C 8143166A 7E7CC944 812C4984 80A9418D 7E58CCA9
80AB8598	76BC5571 7FE99C7A 7CA4EB5F 79ECB478 7F3E38F0 00C339FD 7F7FD443 7D9BDD0D 8163D1B5 81AC5BBA 7D0D1E38 7F3DE7F1 7D48AD4C
7E51843C	7B71DDDA 7EDEC01B 7655768A 7F53C459
808E9F5D	79832F2B 77815B95 5F678689 7E32855C 7920849D 23C79584 779D4519 7FB017AB 810D8AB4 804385D1
7E58EB61	5A1AA291 7E8580B5 7D8DD7F0 5ADFE2BC 76BEAF98 7FD6F108
7E7C28E2	80641568 7AD5EED8 7CCB62B0 7DFB702F 7A19B67C 7E90D535 7F0F9899 789098F8 7E78B9AB 7C62C3AE 7E96CD44 7EDDE736 76912AE4 7EF6D29D 79521DC9 79E5D6B1
801B4E42	7CF5C8DC 7F41F826 80C9A277 7509D2E0 7E2BBEF8 7E00EFE1 7D27EDFC 7D13C143 7E313B32 7A99B7CB 0570AA17 2DDE0F02 59FA1750 76DA1BBF 050DC312 09D13A82 6420714C 773645A7 7ED46F57 82158D55 07F14158 5E3031E9 79958DBB 8158C560 7E5741A4 62C710D5 59EDCBC5 7D15CB7D 8138D994 6C518DEF 7D70A315 8141B390 7E418D99 7E56777C 0ACF3CF3 701200BD 7E2094F0 7FC5D8D2 5DB0D821 7EE9E8DE 4A4A4433
7E97B640	79089382 80FD914C 7EB5E6C8 7863FA7E 81386B73 7FAB5474 0DA3E84D 7F1F3815 79D9F0A2 7545F9B2
80B74958	814F8588 7E7AE0BA 7BC325AA 7DE8AE28 7EB64147 77239350 75AB653B 7EEC4403 83BDF134 7ECF3C1E 80831AAF
5AE66B9B	5A1E3C05 72592CD9
7D5635CA	77B14D0A 80B4FA32 7155C46B 85CD294C 7F9AEB96 5953A93F 7A0DA9E7 5D1A17BD 7B46EBA2 7E257E1B 5C3B4417 7E06EDB2
81002674	7707FD5A 7B04BE60 7E06ADDD
80589E6A	5F3322BF 60D0C86B 78F13CDD 7C3E81EE 7E8F9E61 805BA13A
76E99ACE	806AA643 7F500EFD 77713532 7BF004C6 75CBC583 00427D27 7FA2278F 8034EAD3 7AC72538 6E171429 78703AB1 6CC03AC1 8078FC0E 8088DBD7 712A127F 7CB742DC 7FFB829F 80EAFEFD 7A221E3F 7935EF76 7C475341 75470DA3
7F770B54	5F67C016 7E144AA0 8130AFF2 796543BF
758DA26F	7AE11A8B 7ECD6FCC 8082A9E3 7F646275 814E9A9B 5BEDA58E 7D5F5C70 7E293CF8 7C3A80EF 7B94CCBF 802C57A5 7DCA36A7 7EAD1BCF 7BA7E227 7F3AE98C 7D550658
7DEABA2F	7713BAB8 7E8C80A3 5D10DA8A 7B1A2480 802E12A8 7CFA4BE7
7EFDCB20	7EE51551 0C0EBED4 5E662B68 804AD495 81B56D89 7DA04937 626D5926 5A6A0B40
7FB1DDEB	7EB3DDD1 7E65A00F 8145088D 8004C47D 80C6BF2E 81637465 7F204177 80B5B307 5E240826 80DD366D 8003D95D 81760FF6 7EAB9A8B 7E97D4BB 2617DB4A 7E5A752D 77907794 7EEF4A4F 800641EC
7E5523A0	8146FE90 0589BD70 7812615D 034A67E0 0AA1C532 590D8BDF 680873CE 7ED2629A 813FFC63 5E6DE469 7933B5C3 80D5E58C 7512D705
7EC8C51F	5966A7B7 7A4B27B8 7CCB5125 7B27FDE8 80DFCC91 7B603A0D 7542CDC2 7D4D37C3 01FA0467 8239B6DF 7E2DB607 7FD6C434 7E064804 7B1C216B 807CC268 7546F0F5 75F87639 7901F60C 7EC81056 80111390 76B9F0E5 76C19494 7C06DE32 7A605595 065D850C 7767CD8F 7D0ACD53 076F6DAA 7D17E2C6
7782009D	7B8A483A 7A557158 76AFA053 7E9707BB 7CE07E78 7C33C85D 80F00AF9 799386E0 7903EBB8 770204CB 7A083951
7FA2BE44	5DCF0074 7D3F99C9 7E32E7A6 809D221F 7F83AC12 7A715D41 7E922583 7FCC23DC 7D6186D0 7DE491AB 80238152 7DE59F13 7CA7C880 75182DE1 76AFCC32 7FA4B6E0 7494B3D1 79F42864 7F057A69 813BE80E
7F22CE62	78C144D2 7AF476F1
7C2C6323	5EB3F2E7 8001AFD5 32CDA01D 7A042FD9 76D23C5A 7C436A4E 82291868
814EDCE8	5AD20E6F 78FA6229 5A1663F6
815D7C6C	5FC86FEC 76934D28 59B87480 7E355E73 7F94BC26 806F1B61 09865DF0 77D0CEA8 8137787E 76709402 0699AA49 7DD0BB99 7E91DBAA 79F1E3FD 7EF6803D
7CA5560B	78D70E1C 7763FA59 7F52FA61 8170EC03 7CBA8EE8 7B7CF3A5 7B3FF739 7BA8C30F 76FBE762 7902DA3B 809533EF 8050E408 7A8242AC 7E55AB58 7C9E48FE 7FF49A10 79D571FC 776F1858 7D9EDA05 7DE15B5E
769C7090	75A9346E 7AAC32B6 777AFA46 62CE0CD0 78EA0551 791D2C4C
7F83741A	7CDD28B5 7CE52D56 7A92F306 7AE150E1 62448CE9 75D3D746 7FB94939 79C516D2
7E544B92	5D12BD74 7E10F39B 8150974D 75557614 764DE27C 765CB9C5
805BCC1E	7C39BD85 7F400BE6 811AF8EF 76C0F12E
7C084EC0	784DB56F 7B15BD9B
8107EFF3	7EF6444B 7E770438
7F2681DB	76F8DE65 78201B3D 7CD8D7A8 7E1BDC6E
799A6F36	6F720732 75E3008E 074B0B42 80CC4384 0474CF8E 060DE05B 3E1175E1 7E1A96DA
7A49450D	79A6FE37 5CAAE18D
7EA8553E	7855332D 7DCC0859 80ECB955
7E1858D6	7E10D05F 7AAE126A 85E86D23
758605DD	7726754B 7A0758FB 816ACE3F 7D925328 7F79D34C 7A127806 7E9F5C46
5AB2A836	813B710F 7FA245EF 80C13D88
8000C94C	7ED48662 74FCACA4 7E6289FB 81A67B0E 7F8B99E7 7F7D6DE3 7B5F09EC 7ECB9818 7F779D8A 80378AB8
80736798	80EEF761 767F5D4B 78C578CF 7FA8DE5B
812E0172	7CD8E58D 79C06D4D 7808B0A4 6CC87AD4 7E7B8115 80F4FD63 6F3984A6 777A79C2 7AD57A32 24B674DE 7A6DFF8C 7E405D85
7AF52D4D	792B82B8 7D062971 767C51B3 7B1E055E 765E233E 7AE34106 78499447 778C2B1D 7AF2820D 752C3132 772E9389 76CFF4F2 7C8D61D7 76608561 794683F5 75B184EB
7D67706A	79750043 758A5E9D
7DD032B4	7E799878 7F23D170 7E1B9796
7E7B439B	7A4BD59E 78C027ED
80CD028D	25335D35
7D9FC57D	73CB91B5 7863C4E0 80A10AB3 7E1E9EAA 7AA579A5 7684100A 7E7D3F66 75DA6632 7E469B0C 7D2D412E 7EC7EE3C 80496B8A 782AEB0E 7D0CE356 7B707108 5B9FE776 7E34CC5E 800738FA 7BD776D9 8027F81F 7FAEF6C1 79F90EE8 80BF7211 6315140D 797A2B48
80A79D29	771E1FF3 775C14FD 767FF926 5C54E433 78E40EEB 797918A1 59C590CE 78AEACBE 5A80C716 7BF85058 5A08109E 5B6E873D 5BB67CFB 76E965F7 780DD40A 7D56E470 7A21AF36 7C453A21 7B9C100C 5EAECAC2
7F4CF2B3	599DC6B5 002893DE
037A7E48	75671F24 7EC71327 7B7F056E 7C2423D9 808370AA 7F596C45 80F1E1F7 7A6C21E8 7E25C45C 7EB61224 07BD6E37 7EA33587 7FF94253 806A18A7 7B343B4A 7FAC670D 7E60A3E0 7924E09A 7D456B85
7C7F7552	75DBC542 763A6FE0 7B7818A5 7C032C73 225CC990 7A48469E
7E995534	72D85CFA 813E889B
7F15B387	7BF1A478 3902EBDB 075CEF4C 75AEE13F
83F0F2A9	812A36D1 7C6DB204 78B3B142 7B036E70 7FB3D251 75C30807
755C5D9B	7ED476B8 77879BD0 77FF391A 78DBC647 7AAA2510 784DC4D3 792789ED 76A1345A 7625E830 7AE0C51F 7CCB0AC3 7FE70EAA 765F7541 5B5CC122 77B38ECB 762D7AED 7C41E156 5ABD147D 7DD63549 75A33475 7FFA7277 75412E00 76D448F8 75B275A7 783EA784 7C4DE979 7C555235 76E45F13 775A374C 7A1C8DE8 81CE2777 7F0B144A 7A4B1383 7C6908B6 7D9DAECC 70C3CEF8 094AE301 7C5DB6A4 7C6EF1FB 7518A619 7C13BA76 767D3654 7B60770D 77D8059F 789F261E 79423F8F 7EEAAC75
7F152A18	797A76F1 7DC7CBE2 7DFF0B09 80D4AAD2 778F6444 80DDB2C0 7F7CC1B0 823E2B30 040CAE26 5B4802FE 7DAB21B2 7FE85166 7D4576DA
802D210F	758BCE9D 7E2739DF 7A22C927 7F784E26 8132B392 80329491
79B22C00	7E199915 7D59651C 8110CF47 7FE69A5A 7FF56619 79695553
7E3BB567	762FE620 7DC3FE2C 76A3E62E 76C55B9D 7EDBD56F 7B7DFC0E 7CEBA4B0 7964ADE7 7EACF356
61B30658	7CF84C19 81F4AF0A 76DC3E05 75780FC7 77CCA2FE 7E8C6DA6 7F17CA6E 7F8B917F 5A9E1686 05F4C38A 762EE878 7DB15145 7689E5C9 7EDAA728 09C08931 7D331052 7DBE4701 7FA94F6C 80C4F4D6 8147B84F 802B72C6 5A465551 760DA8CA 7CA4FECE 7CAF5AC0
80B6F7EC	79638F83 7A70F609 7D40F712 75815AFD
7F6DA872	59BFBF3D
7D310C5A	80D435C8 7887A8B4 784CC33E 7AB8E219 800F3EF8 7C08EF80 7E9595B6 817159BE 7FC250D6 76F1A11B 7A738C27 7DF74413 7C801100
7F39A77A	7F7F3AD7 7F36D2A0 7F513961 7E87764F 82069561
8088D903	800CBD46 80A0812A 6A1266F5 7D2D8040 7EBA91D3 807140C9 7E5A752D 7CFFED4B 7DAA9BFF 7EF69B28
7D9A63A1	7FA49700 812C5B4C 78C91C9F 80771DA4 7DDDF72D 7F7156BB
80F9021B	7F68722A 66D29B96 5CA56B2B 795C9EA6 0AD0FF16 76468A66 778FEC7F 70F2F857 71042120 66CC2886 7DBEF0DD 693B6284 754C6089 77D72506 792B385A 81186490 7F17D76E 76E7F198 7E08DA63 76902070 81459C72 773BFF04 7B0AA51B 7DE7A38F 00247FE8 7592AD59 80AB3CFD 80D398EC 71EC2F79 7D140FF1 7736FF24 79CDFA75 7C2BE015 7DCDAC82 793CACFE 7D1B6379 8118998D 75640E4A 7F9955E5 79B8A9CB 81245985
7E76F3A2	7F296B0F 80DFB7A9 65533F3D 75D66536 7BB95DA6 80F8F893 7B776888 8158DB42 7EB9CD64 788E39AA 8084E918 769C4083 7EAE00EB 8115CAAD
6A56C5E4	68362658 762E17E5 76664E95 816800E8 75BC3A4B 78243088 7CB5C2E6 7E96909B 768E31B8 5BCCA9DE 76BDFAF2 7E690A2A 5D7B2BE7 7B9EBC0C 7A2244AE 79C016BE 5EBFB770 6FC54D22 7F242FCA 79753563 7D6C89B3 76F04325 7F7878DF 77BC5D28 750EF07E 77B7FD34 7BB12183 76503C65 7B5AD765 7612F123 7DCCE4EE 80C7BB6F 5DAE85FF 7ACDE498
804B6B62	7839DDB6 7FF7CDA5 79FE4A8E
80C06A1F	78AE0D1E 72A029E2 5F5BC8AA 5F961CAB 808C7B6E 082D9C1D 7DBC9DED 8114248C 04CC3E85 5D0506B6 7A632E59 5A0E6ADA 7E35CCC1 8063975B 5A890874
7F0B2B50	0B19AAFB 80B756DF
7F0BD70F	791268B7 78D9B65A 7F59120E 802CB9C3
80C0C541	7F8A1038 7531B194 799FAD48 43C54E34 7929B892 805D8D19 7C47BE3B 61F8B882 8160A962 7EE9DD25 82A91DF2 80B88FD1 7C6D214A
816156DF	5CAD1AC1 7923C072 7F0F5801 7D8BB403 77B0904E
7FC094EB	793A8D26 7C14E1EF 7E734321 7B98B8AE 79F036F3 7587F471 7B25012B 752BAF39 7674BF30 810770DF 78D34F8C 7D93B7EA 7F697D87 5D579E9F 7CB742C1 75A51D35 76A86A52 750EC445 797CFCEF
813C5B19	78351418
80539A45	6E83C5F4 75654075 7C104F8E 7F66556C 753B0C6C 6D0F658F 7F27F4E8 74682417 80D4306B 7EC017C7 7A543482 7F13C7B5
7E65C4D5	0553D6AA 7F7DF141 762C8B31 5E0112A3 806D2321
81005619	814517F7 7BC0CBBC 5B08C1CB 70A672A5 778C3FFC 7E36EC82 7E83EA3E 3D41BE50 7DF2B75F
7EFFDD9F	754C1505 7AEF6699 7F637113 7E91FA6B 7B77BBDF 7E81CDC7
5D239EB4	2383F93E 78502B9A 7B0D2ADA 78D1D0BB 7CE97D4D 15C26754 5EB3BD0E
7B712E08	5EE09EE9 7565F74F 7796807B 7ED67703 7E1610BF 7767F919 775AA692 7B182D1C 771B7321 77479190 5E35CCB8 7EBB54E0 785D8769 7A7D7F0E 7B516073 7B9DF87C 790BBD05
7FBDFD25	8008E4E0 7DD4F34E 816D59AA
8038C4D0	7DC7CBE2 7EACF3BB 783C46FA 58F10226
7F82448E	80876E6E 6393E209 802EEBBE 806393A9 799A8CEF 7F15F4B7 778C1AAB 7FAF4645 7E3744D3 7D5D3BD9
8192CF5B	791DBD6E 76E0D723 7A7D59A1 7F6E15A3 7E49CCDF 818D3E05 800B582D 75847A6A 76D5C682 77CB9A24 763E70CE 7BDA9A84 7972915C 7AE86851 7D0F92C7 71F8B118
813A9531	79625770 80F5078E 7F9FD0A9 7EA2C6B8 8078CA68 80A9E545 0424D045 742F8F6E 737FEBDF 77CEBC76 80B9CA8B 590078A8 7D2E244C 7FA618A6 59C20D56 7E52E5E6 7D683977 77667681 811E94C1 7098614F 8059B1BC 7D6596FA 81D1D569 740DBC6F 76473259 7ACDA30B
80D17760	59A1EC91 5A2CD345 76E91CE2
7733CC09	7FF9B0B2 7D8ECA3D 7E8C705A 7DD8A235 5BB36109 80CBA4E5 7F8AFC90 5BBAE820
80A5B09D	76BB68BA 7FF642C6
78DC2421	7DC4BBE7 69477501 7DC5DDD5 7B36D4EE 7E4DB6F3 811FB282 7A4667C3 7A2A9B5A 7ECA6B41 7EE87825 7807CDCE 7E6ECA46 7C56A3B7
7EF155D8	79F9E3E7 7FBBC426 8082C84D 76CEE498 7AC817BB 7EB6105F 7938C102 7A670A88 7E5EB731 7F084EEC 752D9984 77503CFB 7E60BE4F 80F38235 73B16147 7E9191BE 62F5DAF2 810A871C 5C375B38 78C51D1E 79ADAF73 7D540FB1 809387B4 7A80999D 812C10CD 795A2979 7B3C4CFD 8144DA7E 77E69763 7ECAD45E 7FEDA2C1 77FB517D 7814B5BF 7F6A7133 7D51FCA0 7DEFD507 750C244C 7B69356A 7E4F1595 6FFA646A 7D1E361D 7FEF75CD 754BAE90 7C4B6840 800C79FC 77D99B7E 76C08069 78C38856 808F255E 797CFCEF 8094300C 5E59BAFC 244B195E 7BCEDC64 7DDD18B4 7F96E4AE 79367149 7DE55E4A 78EE344B 8140EA3E 7E5A6838 7D7A6BA3 7672BD29 7F78389F 80DC0199 757B75AF 76DBF68F 764187EF 78764ED3 7E1971D3
803534D7	776AD951 5E0CF1C7 7AD5AC99 800F4DC4 7A138771 7556DFAC 811619ED 75505CE8 7EA63E1F 7584BDA3
813F57A6	7F686F73 7FD0E3F0 784D59A0 64A2B423 7D3AB03B 7D6E008A 7ED474E9 75A76AC1
60816984	7566F672 7D47888A 7D634B19 7E578F29 7E6B4C9A 78449AAD 5953A93F 7E940485 7F9ED8EA 792BB9C1 7D1DB97E 7FDB945A 7F2DB25C 771E686C 7B8972F8 7D54ADD4 7FA3931D
58DCC4D7	7A631C65
6172A257	7614B164 7EE42602 761EA004 7D3989BD 755FDF05 778BD244 7ED91D7C 7A543115 7D35B396 7672DB05 7C8D36A8 76B32748
7F4F78EB	7E54B033 7E956DA2 7E035361 7E4E59F3 78C0192D 7CE8E4A1 77AD0F7E
7D9C5A05	7C7756AC 7F84A3AC 21952C39 7FFC4859 79098CC3 80F95F33 77D3A516
7E93764F	792B5FCD 7F5ADECF 812293A2 771AEAEB 7F2B4138
804DAC26	812E90A7 80BC3AD8 761A76FC 7D127C87 78AE030D 7E0827AA 7A9BBBC9 7F3A5EA1 7F19E301
801FB52E	7EB43EE7 76EDFD97 7CA68FE2
7FF78E54	7C66821C 816C052D 80780127 7AC72FC1 7EE1209A 7DB4CDCB 7DF2812E 766B82DA 7B5D1C7A 809990BF 5D54146A 7F0034C0 76682696 7E3E5DB1 7942C89E 77C6E208 7AA34A28
7F1470A3	7D65D32D 81747290 80CE89CA 5AE79EAA 7A5421F1 058D9DFE 7B606071 804772A6 7D62A859 5A5726DF 7DDD2F70 0C839AF6 78E9BE6D
7DE78B29	80D3FE6E 75C89ABD 7E3A8BC6 7B5F4FDF
813D8794	791844FE 78D862E8
7E2838E2	7C9C96C5 80E7F068 80B271FB
75934576	80068D51 7DDFD089 7F6C9BE0
810688CF	7F864DEF 7E1B9796 813FFC63 774BB3C2 5BB36109 7F1CFDD2 7B1642EE 00272E99 6CE1C0E3 7B2DFAC0 7A69D022 7E09476E 806364E6 8146FE90
7BD88E4E	773DBBA8 7BFF8A3B 7B78D22F 783406D7
80B040F9	7B1EA9A7 585F1DD9 7A678AC8 8050804D 79CC2732 7F6AA0D2 751FA9A5 7B13A1CF
7D544124	759D610B 7774B6E7 7D0DAF59 773912DD 7AFB29CC 78A876CE 7803E950 7AB5B429 07BC8276 7BC1F849 7C0A3217 79B977D6 752E67F2 7C6B0E6B 75D60024 788CE991 7B2A705C 76F460FB 7C22D1CA 7D1C7CF6 7B944678 78EC84C3 7666CBEE 7AD12BED 752AAAF7 7A222495
7FFC1312	5AB29371 78EE2FAC 7B7474CA 6D5CF3F1 80A34B67 7AE726A1 7EE0AE0C
7A5F6AAB	7F0A6A66 7F940D99 7FF1C904 7EBD15E8 759DD24F 77BE0638 76F12113 7A7317D4 771894DE 7B8866F5 8102F595 7E641342 7B353BB1 0174018B 7CA74AB0 7EF61D17 7578761D 7C28B559
7F29984E	7834EF69 03641A88 75F283CD 7F817386 804CD2AB 06C9B82F 759B8064 796F3449 7BFFFE04 06A01F2F 77097C9A 78D1F1AC 18268351 7572498D 7B5117C7 790A35B5 5EFCBD44 7850809E 783495F7 7C07DA1D 7743DC6E 7F163C22 7C8C469A
7B094F24	0B15E16F 756B3F4A 79F5E7DA 7E47F2B6 800096FA 810EA3B8 7746AA8F 77129E13 7F2B15F5 78DAA7C7 794C6671 79E6A0CE 7A979802 7B9E0591 8002A938 81572650 8364566D 7C8595F1 7CB1E0A0 80115DEA 80F3E4CC 7566E13B 798FC209 77101465 792DDD5D 7A0D4975 7C78235D 757C5591 77EDDC23 7EF8793C 7FA338BD 7A93AFDF 7E5D90A6 7E608949 7F1B202C 7FD93E93 75E17DB5 79C0E8C6 7D14B6FE 7D2604CE 7D31A65E 80ADAA3F 7645A206 77614A89 7A51E57A 7B49AA65 7EA6C552 7F5DF8FA 758D1406 811A1C10 81627AE1 7BF534F9 806C65C6 75ECEC71 799EB8C4 79A71A7D 7C587048 00A51151 75FCCB46 7E0DB351 80769092 80FE069C 7CB9965B 77038EA8 771D29D4 7B07ADED 7F56B668 75ACF712 7E8E5FDC 7EAAC699 7FD40173 7A669D1A 7AB7244C 7BE60064 7D081589 753CEDDD 777C2962 7856C000 803B88F2 75D0BBCB 774AE3D9 77D2419A 786F358A 79420F5C 758343A8 7627ED70 7AB9BF5B 7FE4F14D 75C4C115 7AB020E0 7CC67B34 76C59478 77EA6D50 78082EC1 78268770 7B273B49 7665D614 7FCFAFE5 59752452 7D7912C3 821C3EC6 75B505FA 782174BF 7AACF351 81164C0B 74ED5AB6 7562C884 793F48A6 7C20DBE6 77560914 8140FE29 7304D9B1 76411F4D 785AE28B 79365CBF 801492FD 76669854 7ADDCB40 80B3332C 7767D230 809E5578 76CE4B96 7D9CDD52 783A43D7 7200D88F 77466AB9 790CA8DC 7A809537 7D82FF2E 7EE0466C 80086057 82D5C728 7848FBDA 794BBC72 79A8E9C0 7F71577F 7E88BDC9 81635B49 7B2923BF 7ADF604C 7A04D416 7C3D197F 047850EA 7B032841 7BD7C7A9 80C680E8 081031E1 758E179E 79D5FFC5 7B96E909 750FBEB9 7529D0CD 759794A1 75CA56E2 7841D6B2 7BD3323C 7FD698F5 7C1F33C3 7ED6D9EC 7F2848CF 80EA88EF 7B7BBB48 7FA9D4C9 803094C7 804AABB1 8270F71C
8124DE87	7A2E4928 75C03DBF 63D6C22A 77C0FDC6 76E1AA8A 7EC6E4D1 7ED5B4D0
81354A2F	7E5F7519 7548D587 77997827 7835727A 783B5633
8024373F	594A7D20 5A454539
7CA1CDC8	7DAA33E9 7F9FC1B8 7CFA55E3 7718CE93 7F068EC9 7714B0ED 7C3123A9 78874188 7E9F821C 7EA48563 75159256 7F625B0F 7CB6EA6A 7C92D4EE 7D78999D
7E244C37	78BB3828 5B4CDE0A 593E5200 77B0B5E8 0A039340 5D685562 8167F9A4 5F143277 8047E3CD 5C0C9737
774F02F6	752A4130 78D1EE64 7CA4AB55 80E6C3C7 802BB222 7CE626FF 7D98422E 79BDB877 7A3FCC79 7AAFE0F1 78E559B6 7855556A 7BC7F2B5 7AE34106 7DE56BB3 7A3ED7D2 7BC94962 75A8CDBA 752DC297 7E58B77B 7C6E3326 769EFC9B 78491099 7D9E6851 7B6054A3
78EE8CDE	76DD3B1C 75C4FA58 78862CEC 7CC4616E 7BE0FBED 77237869 80A2A691 751810FA 7755B9DB 7815616B 792168E2 7E0A53E6 765BA0C9 7A1D0BB7 81433FEE 78ED101A 7EE1E8C8 76660480 782EAA3A 799B6CA8 7DF681B6 76EFD9D8 76090789 7741B47D 7B39A840 7736CBF0 7AA49D40 7D870F5C 7558BD77 763A15AD 7A042EE7
7D78E229	816B5110 7EB49261 7F4E22AB 7A30D6FF 7ADA4F65 7D75AE8D 7B8D3D87 5DCF0074 812C2074 791A8C98 8161A5E5
7D4A74CA	7E8C6F5F 7D8E6378 7EFF76F4 808FD230 8036ABA8 7ED7088E 6CF37D70 7D8DA9FF
7D04DA83	7EFB5EE6 8100C4DC 80DB5D48 5EB3F2E7 7EF7538E 7DEDD133 7F3208DD 7F9638CB 7F1D7FEE 764E7CAD
7DBB6352	7E3ED6F1 6928528F 7E74687F 7F553234 07EE2749 79FCA40A 5BAC1F96 81A4E8BA 7629D46F 7BC6C76D 7EFBDE73 7F0FF3B4
794000FA	75BCF31D
8071C6F7	5928B9B9 772A0984 051351F5 80ADB654 818B0C8C 8160E3A2 7F711EDF 0407F75E 76DABABA 7F2D27EF 77FF909B 7A7E84A9
7D9D5C7C	81725AA8 8023783C
7B0CA7C0	7CA4D446 7AF6310D 7B09EFC4 7D5F5077 6059892B 78DB2B85 807BEFA0 7EA16D99 84EB54A8 81218BD3 78B5A2E6 76F4804D 7939851F 783A05E9 7BBB5E16 767BD932 774AC1B5 76062EDC 76D54733 7CF14DCA 784135A8 77CA1A37 753A62D5 75C054AE 7A7EF936 7FACF0F7 762FC488 755B0DD6 80DD86FC 7908E998 76D391D5 7617EB20 802B0853 755525EF 766C9709 7E176317 53F5EE35 76A1F6C1 78E349CE
81059750	5D9B2305 7E54AEFD 81157E96 01D9349C 24B5028D 7DB6B8B5 7DBF1B75 7F89FC07 8635BAD8 80F29A85 7D6D835B 7D5E53C2 80CD9BD4 80AB20C3 5E6558E7 7D122339 7E2BAAE6
7FEAEFA3	6FD87475 7CAE1681
841BF7C7	747B543B 75B1419A 80EBE78E 71D049F5 7ACD3ABC 7A4A36F7 8157149C 763B416C 7694E0BE
7E499DC0	803B4EF4 7E078093 7B3563EA 8008290D 5F028772 8038D60B 810BB255 803B74B8 5E0EB86B 809BFF63 7F3EB177 81268F90 7DCE1CA9 7E510702 7F4BAC22 8034BEA2 808716FE 7EC6472D 7D4B6640 78D099A1 7BE46AB6 7E3EBD3E 58B7B9E3 7D26591C 7E0504F7 7D9780FE
7FF1F498	61891FF3 7527EDE2 5ECE8A09 7FF0670E
5A596006	7D022E05 7C0A90C4 7C739619 7789622E 7C6A6AA1 7C6D1672
7D651ABE	7E173D69 7FB20627 80E608B9 7EB6B3DF 7F67D922
755611B5	7DB261A9 80D785A0 7E18DBFD 02E5BDFE 8094E00A 796B17E7 7C662A9B
7F1C0853	7B5414A4 79E4B4FE
7DB9E1CD	7EB943F8 015C8154 007655DA 086FE084 5B508E70 7E84F881 78263ED3
81E08CA4	79AEFF4D 5F6D3505 7F413D02 778C596D
7E08B752	5B4802FE 5FE7E915 77929D83 5FC976FD
816054DE	81558A79 793F7BF5 7E592F74 808BD4E5 7D0658D6 7DCF987A 7FC5BCCE
7F7ABEA1	76BFA543 5F17614E 7FD1E070 8150F0F1 7FD4B8E9 663AC192 80DC345E
5B403189	7F8AD681 77AADBAA 80717C61 7D5AB5F2 7E03B69C
79016244	7D9EE05B 7E470916 77C9E036 7B4FDB57 7E58283E 793EC857 75A0ED92 76440CAD 794BF1A3 7B76AB8D 7A90A406 7C099408 7982F4AC 7F692FF6 79BE0CF8 782DD15C
80DA5707	7E4F1595
807BE820	7DA264B2 7DFA5175 5C945EE9
7DD95F88	0AEEF49E 04F185F0 7476E6A5 8166D4E5 7DA00485 805C01FC 7E4F7274 01F90FAA 5883E519
7D67120A	77A95784 7D822B0E 77C10FAA 77523A38 58D4BA4B 7F7B93E6 7E35CC7C
7ABCCE72	7B48204A 7EA12FF8 7A79B6D1 751DD9D0 7BD2676F 78A9D741 77215BDF 5A70FE4C 7D3C61B8 7637EDF3 7F618D77 814AE68E 7DBB38D3 7E4029FA 7987D28D
813AEC92	78CE72F8 7726936D 7E0F365D 5BB36109 7733D582
813BF0C8	7DA72C07 72733F6E 7EA1C898 784078AE 7D639E3C 5E223F91 7125F8D7 5C423D85 7F10DEC3 8045E4F2
7DBC49ED	81C540A0 7B69DDD3 79115042 802F670D
7D159234	5AF354D8 762FEF68 7873813C 7DEADAB5 7EB260FF 81182A20 764C3CD1 5BC31830 75152AD7 7FF25AE8 7B94C14E 7F02387E 7D51C63E 784F86FA 787A95D6 78289A65
803D3B20	7F495CD3 7D6B5B57 7B7CF392 8158F1E5
800C3996	7DAB27F3 7D2A7318 77EFF906 7F4B265B
770F8554	767A4D0F 7F9FCC0E 7BE466A4 80F2F29C 7EE57E3D 7F2B7095 7BEFFDBD 80A1DC14 7FCC9855 7640F456 7B703309 754C44CE 7CE3CE08 792C8D82 7782518B 7F7DFAF7 81240B97 7DE7BA3E 76E2DA06 77447911 779991CB 7F13ADFA 7C1D4CA8 75271B68 7C1F4BDB 7E87C8A9 76BC1ABB 7B0EFAB0 83444147 787C90D8 804CDB4D 7EC032EE 7C41E469
