75E9EE08	7490F672
76A63C17	5F514332 77025478 793BAD0D 8062B3CE 7A73F6CA 76B64927 7C956F25 8106FF72 752AB9E0 7B444ADC
79C6EBF1	7922CED4 751327F0 8120507F 785C04F5 7E4CF694 7B34D10C 76B4D0CF 81399E63 764A5B77 7D60BD3F
7A7074A1	7EBC40C5 5F87067B 802B8E91 79A3E213 78EC3BC6 76CBAA33 77E526AA
7E667B2C	8167D826 7F87339E 7FC0C529 661F3C47 7D9F82BA 6071FAD3 7DA2A832
7F17D7ED	01968579 7D8B90E0 7FB05980 7CB2BAAA 7A97D494 75BA4DCD 77004F4E 7FBD3B23 7590137C 7AD4720B 7E0AD84A 7652D4A3 7893BD4F 7D05A54C 816A2245 58F082E7 78FD4B77 7CB713D1 00366ABE 7D2E58A2 802EEED1
78188CAA	75F7A332 77170DBF 7A31CF47 759E67B0 2376A4E2 7C617E5D 78D51CEA 78B4D042 77497194 789ECBAD 7E8532E6 79D56488 7ECA2269 7C65AA93 76CAEFA0 75D66319 7BF3C38E 7C1C3957 7AB325D1 7A4080AC 218E0AAD 79172EEE 77C0B75E 7C11C2CE 0457BE90
7E7115F8	77E24591 807A2191 5E0869FD 80D71C24 7D6FB23F 7C569B21 7DB89CA5 813D1658 7CFADD6A 78CA08B7 7E865A3C 764145EE 7A61D079
80AD408A	80A6CFEF 7CBCAABA 81453187 7F925880 79B609B3
7D996511	7DCAC332 595EA65E 77782DD4 7E8DC186 7F90D9A8 8135D856 7E814DA3 7D8A5D41 80168B22 5FDF5638 787F078D 762E9CDE 7E96BAA5 7E144B70 817736CD 7D1DE51B 5E31E863
7FE34D00	753D18AC 802E4B6C 5EBF024F 7FFCD2AD 7B56AFDC 7FA65698 77501BF3 80C5ED42 77FA64A0 7B0B60E3 7E2F7485 7E577DCE 768A61CB
7CF125B7	7F1C1F89 03F7ED4C 773DF369 7C7DEBC2 787909C9 7ED5ED5E 7BB9F0AE 7D8C21CC 7E8DE9C1 0C379E22 77E78A17 813FF46C 09A98C27 752A42F5 5BD126B4 7EBDF980 5C3800AA 7CF79350 7F5DD888 7EA39B87 7DF894C6 800BB7FC
8068C18B	7C3E8B5D 7B5E1C03 7D756C9D 5D1418D4
7ED7FC45	75E24B98 801FC177 7D712B1E 79CC1D77 7F34D158 7FF53D54 7D8C2E56 754C9006 77F314BA 7D9CBE90 78A70370 8151C64B 74B5F049 80F5D885 598D9416 7D223C51 7E662BFD 7B4612CB 7EC1F01A 800C5E34
7E1AFFA3	2204762B
7D370231	79AD8373 5A2DF1BC 0A57E678 7E6C4943 7EC1184D 5D0DE108
7BA254ED	75B7003C 7D8B22E5 7840A8E1 79569F61 763FE5DA 80D63737 5EF868C1 7EBB4432 5A04CCB4 7A4A679F 802CB12D 8136B9AF 6F2E6AA9 791F4BE8 7ADF245A 0AE48E80 7F7566AC 5A140836 5F6C2A3A
656D2080	7EDB49AC 764BED62 59F3CCB4 7F67DC00 7FB895FF
7A0C6335	5B27A150 5EA30F90 071F72A4 68A0ABE7 7FB19A07 79239602 7F944DEA 7EAD7AAC 7FB166B2 80C7E7C8 72672F2F 80C596AF 08FBBAAE 0B92A957 7E7F62BA 7FA1B997 5C057EEA 78608825 7CA72317 5C02944D 8098E275 7C118F33 7812702E 79D62D7F 7EA91279 809DCB5C 7BA382B0
8172AE2D	7DF00821
7D9F7BE5	78C938DC 76E33F5E 0586DFE2 7600598B 80EDA9F6 01F4124A
7CBFD955	5BE3736E
7F9BB85A	7DA3E17B 774619DB 8027019D 7F493B26 7FF77706 7E36CDF3 81E29283 7DD25404 8096DD11 82F259B6 757B134F 79CC9042 7F0200CB 815F1032 816D58E3 5FA492E5 7D93671D
790C4AFC	7CA60ECE 5CD3E17C 5D311753 648FFC40 762362C8 597EFBAA 128FDDBC 5A4C4A6E
7B826C0E	02BFE15B 79D513F8 24B8BFB1
7CA49822	80CAC789 5F5B7A68 041F478E 0B6F3E16 7F0F917A 80E01DD7 7E435316 813A5660 5B562D90 5EC1D204 7E589B5D 7EE8C067 7E08AC5D 7DC32F91 6B1EFA21 7F5584AD 59ACEC09 81770391 5E6313C2 78F381CC 7962EEF2 5D183491 7D95DAF1 7FA4D841
7D691977	7F8B657F
7D08777A	5BF2010B 7F660205 710F38D0 59CF5B4A 58A4A1DD 5C5ECF40 6EDEFD80 6CF8BBE4 775FEFBF 78ED08FA 7820B2E0 804F61D4 8200D9D1 77879312 76D22872 80D9C67D 8140BC75 75FCFFD5 77BD8055 7258F4EB 7A724205 7A9FE323 7B8D3B3B 7F5FA7A9 58458F81 599665D1 79D7591B 79CAF513 5D32807D 81ABC037 80FF5D81 5FA737F3
8004F903	7DC31C2D 5EF74F97 7B82B50C 7E473CDD 80ABAB61 77B04970 77E395CC 80C8C95B 7E9239E8 80685E6C
5CE18D7B	7B6A3876 7B7450C6 80C5C450 77526B32 5AC5E4AD
7FB78AEC	7F782843 766619DE 5874A794 72236240 7FFA8D32 7DEA1F57 79292D75 756327A3 77731A3F 78C87236 7D8414EB 7D5E01E0 7AF5F5E1 7EED5E84 7BFA315B 85BB1408
07449365	75DEE19F
7F606222	5C293240 7F9BF7E2 7D17CE6B 80F56278 7CB9329E 5CF54460 77AE2968 7CF40D7F 6522BFA2 7FD8FB3A 7C0FD803 77D46E02
85B2EEB1	7B0D4531 00762169 7A05E6A6 76FE06B0 7EF1016D 7886C102 7A9EDDC6 78A88C95 7770E84E 7C872080 7A6234D7 7968C52D 7FC3663A 7757F04E 77745C2B
7F7FDBA7	7597A5F2 5A4AE27D 8104DC74 7F885F82 80C6C810 7A96CB70 5842EC03 7CF81CB9 803A58C7 811BEDEA 7A716A9B
7FC2370F	7701EE68 782E6F7A 5DCF7BC6 7CD99DD2 7D1AA0BA 72562CFD 7F901026 786607EF 7E85B0CC 7FBF1715 75359CCA 7598460B 76954C9B 7D81ED4B 75E42A88 7741DE2F 7FDA0621 7A19D19D 79A29BC4 7BD26A86 80F5E743 770422C9 80677139 5C19EF50 79052ADE 7E8C700F 7F9A181F 80B31354 7525817F 7B836D0D 7EE6181D 75A13D3A 8071FAE1 762A8A98 79C066AC
7F1F99B3	7D19A3E9 7D7F9A56 5D3E0984 7E018105 81737CA1 5A4351DC 6CA6102D 7FC3C435 7A4FCCED 7E292D18 7FA37BA5 7FA99098 808FE794 5B30922F 7E5397AB 7E23B526 7E3DE04C 776BBE36 759D072D 7E254435 7F8DFCB1 7AA54DDB 5F15D539 5E7F0185 7EA8B735 7B695581 793894B4
7EACC26B	588B9DA6 75D7481A 7E70670A 809F3999 0E4D9031 7F5078D0
8170BFDA	73C3698C 7E0C33CE 5F7F1ED2 80417308 7C92F500 80EAF8E0 59B18CD2 817E401F 595CBD3E 7F57E2A5 7EAE5895 76DD679A 7DDB3113 774F6498 815BE050
75E70902	002805A1 7B843A7E 7E5C4B56 808BD611 7E2BE1E4 7D868D02 5EBAA0CE 764C0D9F 80142117 5CA165E5 5EB55790 76CC1015 5A4718A4 7BD15E68 7C85A3A5 225AAC3D 62539784 7C742C74 7789F342 80E42EEC 797924CF 803893DB 7DCF210B 800AB6C8 78804757 7F8E8480 58C1C0E5 7E3E790E 814CC1D5 7FA19A0A 588AAD18 5C7BAA8A
7ECD756E	79F02C66 7EEBFB57 802D4668 7C18F5AC 7777A6AA 71AE76D2 7E9E4C30 8023636D 7BECA3AB 7ACB6318 7C69CC46 75C2DFFC 78DE9D7B 782E25C7
7BE0D7C9	60925BB1 7805A2DD 7AE37B5D 7DF90C80 5F7E378C
7F9703BD	810FCAD7 7D037D86 809A9CA9 80D08D8A 7CD307C1 7DE5B81C 805D2493 5E77F78F 7D746F20 800BB7FC
76ED5C28	78A15592 7A124D7E 7D65E523 78E5AF40 789963F7 78EF8E37 7A1BF66D 76B86C71 7DFED59B 5F5D0D29 7958B70C 7C0BEBC9 7777047C 7DE21E0F 812E927E 780E4472 760C4683 77FBE52C 761FCCA1 79A87C4E 75FD65F6 7A67E4FB 7E8BC5D0 0831CF5A 78D7FDBB 26B31C33 7A2C3329 789A975D 7987A63B 7AF6DE0E
7E0249C6	5F11FBB1 5CBB950C
7D11AE4B	08F5C170 7D4F6283 5FE7525D 7D5A7211 7DF23B5F 80708380 7D3C003A 80DD5D7E 7C7E8D19 7E022416 7EC77503 02B0B04A 79CEC395 7F44524D 806B40BE 7F6B029D 7F1E6D72 772FFB1A 7DB0AC3D 6BD5BC3A 7F90DD0E 80D02A62 5E36649E 778D2DB0 7BAF4CC1 779A7346 7A2FEFC1 7DE3DED4 805BFCFD 794A679B 7D42E663 7DB21BDD 5C714BC1 75B50843 7E2B2C78 7D5511CE
7E15F1F3	76BE3D28 7D3A4519 7F1C7891 6EF08415 809D6E7F 05BDA5AE 5A0E6ADA 816DBE9C 79F1A4E1 804FAF82 5DAB50CD 7F054A51 5BAAF293 80AF6348 710F38D0 5DA22214 5FC17CB5
7DAC983B	7ADADBC7 7CA55E4E 813F4195 7AE09348 789ECBAD 77443DDB 7860810F 75E52DAC 7C8FFCC8 7757D2D8
7E150C12	7D1C3472 7D1BF56F 80683A50 5DD525D3
7CD3BD1D	7508E29C 804EA55B 810F931D 5F34F260 7DF3F2C2 5F38DBBC 7EC64296
6DAEF79A	77CAEAB2
82008A4B	79B10952 77E7A77C 7E067C16 7C25E9D8 0859F55D 82FBE1DD
80E96B2B	792190F9 7F2FA514 79865C51 7E44A621 7FE8BF36 760A7C00 7F7161E0 77A25DD8 7C2A77F2 0A34F8E7 8085905D 5AB218CE
80B50F68	7F39ED59 7D0B8281 75C90165 7DD3A599 7FFFC714 7DA6EE49 7EF9C562 7E6C416D 7ECB7255 5B978321 803B4906 7D8642EE 81E8FAB3 81284D16 7F996E6B 7821FDCD 58CE4C64 80B246D5 7E42F0CA 80CF42BF 811D402C 802789F5
7EC79B59	8101C4BB 58B1437E 5917507C 7F6B28D3 7E72CD7A 7F1247BA 786195F3 5CB804E6 75A51C3D 7FAAE17D 5AA18946 78E2B137 80C4B674
7E01F986	05E18B75 7DB04D49 814F4E23 802476C7 59FF05AD 05E462DE 7DC06D99 7E666797 7D8297C5 7E359712 76F5A9CB 809E8FBB
8117633F	75E63AE4 7EF1B8E3 0198B2D9 08A5B701 7E52C24E 67EBAF9B 7F9977D8 76F2D0E0
7F087099	5CD23210 7DB5CC40
7DC3A972	584832C4 7625A648 77734D05 7BF70F21 75766416 79695D7B 75463632 7C438AB7 7FD7C21E 763FD100 809608B2 5E488F74 76ED7DF2 58F5B82C 6425A977 7694A64C 7713C2E5 7EA09435 85B414C6 1045603D 7AD72AC8 7BC62FB5 007655DA 76A5EB13 80A855F6 77A250FF 7A6C7F63 7D719034 7EB97CA2 803307C9 7C4A939E
7EB74064	06C29098 78AA0A77 7BE5F2B6 7E1E2F95 79FBF2B0 7798F988 8002DA93 7D443536 80859777 75BEDDB2 62DCD781 07EB8774 75A1ACD6 77668407 5CF54460 7FAE5C51
7E7493AB	7E185224 800BD482 5844C153 68990AD8 75C0EAB5 7DE41BD2 77BB1B01 043DF580
812F1201	58396A08 7C812253 7B319D0B 7E7B5778 59E67556 8038714D 7FE79CFF 7EB697B8 7F0F917A 16DB0C11
80A00DE2	7D9B5C19 7F01106D 7F90D9A8 7544C499 7F0E2A26 7BEB6310 7E863DFD 8141CF9B 7E13096D 8098C056 7D8A5D41 809FFAF6 80A7C174 7658B0EE 8135D856 817736CD 7E317BF5
7B49E636	3E4919C1 762F07CF 7CD5142E 7628AC30 7627EC73 785AD54D 79F78FD0 689725BD 7EA8C7E2 755E5EB1 795A78DA 591E8CAA 7C055BC9
8017F54B	777DB75D 7F88FCCD
811040E7	7F97DC59 79A2F182 7FF82D1A 80ACC85A 78C0885E 7BB4D60E
784F838C	60A44412 7E291ACA 7E7493AB
80B31AA3	7EC7087B 76B47920 7F34A736
7926A95A	14857D70 0021FF2B
80B793EC	7C43FBFE 62AAC8D8 7AF195F6 7822833F 045DD974 7D5CF29D
76923553	7B334075 774F0BE3 73D33970 7CC6D86B 5D581769 78342B4F 79C91470 767E6283 257FE0DB
80E18532	7EC59E6E 5FD2E0B1 81105BAD 7FC3AA94 79951062 7E7612FB 802AEE58 80B5EF9B 80EE2E73 7D47830B 7F954B1D
80AF5F7C	7E78F6C3 7F433FE3 7F19823F 80C8C95B 5D0D615F 7FE3363E 7E64DAEA 7C85FD91
7DC182C2	7D718E34 7AE9D1F7 7D32919A 80C51C1D 791F4BE8 7D5511CE
7F448C50	7926B673 80255BDB 7CD74EF4 8091C41A 75092495 77E85F9F 5B3D715E 7F2C7DAA 769E0793 7FC8767D 7B5484A9 814000F2 0C3FF43E 77005D0F 80844D72 26B4BF04 759C4442 7D0971CF 7E019CA6 01B184D7
7EB3FB01	070B9723 7D7EFAE6 7E9E3541 62BC39B6 7003E1F8 7EF501CF 7F320A66 5B3B4E83 5851E1A9 7F0088BC 7B2EBCA7 5C06B155 8002353C 0AA3284C
7A9FFDD3	792F9EDE 7DB0EDFA 06D11022 77DBD670 5996AFE8
817066C3	77014FCF 7F6C4F2E 817736CD
7A8C7233	7E0740B0 7FB5575D 7ED0ACF2
805685BB	12D3A899
804B1AAC	76C3F653 7D58E42C 5DBA4D52 06F4DCD9 5F673069 7C11C902 5F6A9841 8010DC20 62C05916 0715634A 803F3D19 817A2C60 77C570F8 5BC354FE
7F993A47	0C35A7FA 807CC9D7 5BB3D7B5 61A24D3D 7AF9D6F2 7750161B 770022BD 81686E46 5EF41372 7ACCDC78 78AFF168 7FDE7452
7FAC33B8	75A0F697 8031698D 75693E87 7E563186 7FC05013 7B585D76 7923FD6D 7EB7B79E 7F00E9BA 7D69CE9A 70128864 78CA3FFE 7E7A5930 7F3B2BC5 816C65CB 7822DE50 7DA19E2F 7DA3D9B3 7F1B5981
7C0BEBC9	79A8C3DF 7B31A4FA 7B637BB3 7A1443CE 761418F1 7A141041 77E6312D 7DE21E0F 7B111E8F 799250AF 7BD47A68 7A463FE1 7B630F92 7543502F 765676D2 761FCCA1 77186F6D 7C760746 75F99D14 77505F55 7CBCD2D7 78474D11 7886ABB0 7A95EFCF 79FB7922 76108C27 78C07CDA 76ADE0E1 7ABCD5C6 7C65AA93 7E81FE9E 7BF9D43E 785FA2BA 7570680C 7AA1F913 75FDDCE7 7ED48FB4
7AB53557	7C96346F 7CFA2486 7F8958FF 7B460EE4 79B80473 77574EE0 7577DE80 77C6BCDA 7B83A391 77AE45FD 767485D4 787DBFAD 7F00816E 7BC1F83C 8040EF06 85CE8C9E 786FB67E 7B9F6B15 7BFC9846 7F5D4D99 7CCE807E 814759E8 77EF4685 76AEB9F3 7AC20A40 7CB84B54 8091D7C4 240FA30C 7A29EB8A 7C376AE9 7CB9D61C 8267FA70 7578D45E 7A207951 7647110C 777D459C 7C1B87B3 7BEABAEA 79418F3B 76E8AFB4 7944B2A2 79B163FD 7804105A 8032A42E 78005FC7 7A82D64D 7799FD5F
7DF00C98	592A7822 7DA8F0B2 5D5E4E2D 0F3B8D80 80D3A13C 7D3B8799 6C243798 80D2F0ED 78BA5ABB 04ADC30C 7F7BDA41 79BA7D30 5E7F2B7A 7B943BC0
0E811CCE	768C07E4 7860D487
7C574823	7B4F5310 782724BE 811F319D 7A962547 7DF776CF 78E6F16D 7E8AECC9 76A2DD87 7ADB5661 7979250A 79FC80F2 778A19DE 7831ACEF 755F18CB 7EDC3A8E 7AFA5AC2 10E3F38D 7B2A9D65 7BC1A8CA 7BA870D0 7FE4CC62 801B0863 8017C7A4 763E8A59 76572B12 769CD1BF 7BC1AB25 7C36D367 7B6C429E 7AE1CA56 7BAA16E2 76F01217 78A3C9C4 757692A4 789735C7 7E820074 80E2B23C 75A0820D 78157268 80ABA9DC 75BE2715 7B7E2D69 7C7B2E7F 7D25CF01 78E8EEB2 75479FB4 7760BD0A 812B1BC4 7C35F0DB 7C643A74
808260E0	7FDEEBAA 7D194C2D 5EDF7EB4
8061F9BC	783BB920 5D10CB37 806B196A 81CE2C5C 778B22B5 7D909165 813C1AEB 7A13B7C9 7A78D701 6976F19C 03AD3CAD 622C221C 037001F0 595E7F97 81C0506A
7FDC7E12	7E79F2FD 774B29BF 5FFF089E 8068AB0E 087F4969 5A28D5E1 7D65F59D 777A02A1 796A057D 7EF4E980 741D8974 7ECDC3D9 804AB1A4 588E92FA
77B93345	5E598FB7 79D62B31 586B5F12 61179DE7 7D1F1DE3 775C097F 5C9107C1 77F168B3 7A002909 7F5BF69E 761078C0 653D4273 2E9BCFAF 805AFDF1 7622C80A 7B2F36BE
81092D4F	7F79DC0F 8033EB1B 7DC07CF6 7EB8B12C 7F90D9A8 8135D856 816ECE3A 7C2122CE 5B93790C 7FB98D26 7D89ECDB 80E88FB5 7E9D83F0 7D044155 76685345 7E346C80 755BF92C
7D27A18A	7E99D531 80FD3D07 08E810D3 7B47EB9E 762DA26C 813A5BC7 70151C3D 0541A521 599B9C40 7E5B9CB9 5A4D1EB4 740D73C9 7A0FA4BB 6934CAB0 7C0DB287
7E8DCC61	7A86CB3D 7D532387 7BFA315B 7E94FE5F 7F21F811 80982FFC 7B56D238
80FEFA9D	75A13D3A 802E13BB 6E000205 7FBDDDE0 08327A09 7EAEE4AF 7F2E509C 015F8A9E 7A3C32CF 803C8411 80CFA8DB 7C790608 78726FD4 5AEE431E 0B788003 76C2D1EA 7D53F0AD 07F9AE28 7CD79A37 7E5601AE 7F034E67 7D948F11 5D4CE441 7BBB0659 82534F92
5CB1607B	5CB67D27 633DAE0A 82183FE5 825E7FAD 7906D80E
77F750D9	80E32EA9 7A5AE836 76195794
7E3BCE72	79BB0B82 7D1A78D5 5AEBF34E 77938E84 7D0B97A2 7CDC340E 7ECDF6F1 801D2202 75A1B34B 7DD902D4 1045603D 75149F26 7CA60ECE 6CD3F9A8 78B91CED 7E706429 7F70EA6B 801BA082 6321CE0F 752C442B 7DF505C3
7A6DF59A	781EC4D8 770DF5C3 72C86826 7CC9598C
7CA4DBB4	80251566 7D804F8A 75FDA273 7D52D960 7B5BDFC3 783E069B 786B97D4 7EE23E4A 7C7E68F0 7C6A40BF 75921D91 7A0E253C 007655DA 5851AE07 7FFDC108 788A5C6B 77D03FB1 02573A11 7B1531E8 763D8436
81188C5E	76C254FE 7B0E4F58 80E5422E 0843CAE4 79A044F8 7C97116F 787D3E81 7ADC0636 78C1953F 8047E3CD 79D56488 58B6870B 78C12950 7720FD0C 02C539A5 765ACE13
7701876B	76F5F41D 80F8A240 7721CBB6 7F9A23D3 7D3ECD7C 005F0528 80208478 79D9993D 7F1E58E4 8304088C 80809A4B 80B3BF60 0208F644 79BFFB22 75E5FC82 7B7778DB 69330900 7CD0C111
7BF471D3	7DD8DFD9 7A2ECFDC 7EECBE53 7F7E10C5 7CF82B15 7C0746EC 7DD10D43 807F0AD8 7EADA999 7AE0F6FD 7EC710D3 7D70E56E 7D1EAD6F 78FF05EA
7A5DDD62	81099796
80F15282	7A531E76 7E26FFCA 7D43BF6C 7D8F3D66 8150205C 7DEB2422 6BEC7F7A 7DB241C6 7D28CA84 6F020248 803F8CC4 6EEC7CE2 78054DE8 796A87B2 80F2FEA9 791DC0E9 7E5BE2C1
7FE9DD28	5BC93974 7E94FE5F 768C95FD 7F1C9DC7 7D7BDBD8 756B6099 6BF4A499 80210BA4 8151780D 7F9C8DB3 5B82920B 74BB119D
7E34D896	797EAFD2 8042038F 592821F7 8548F409 7E6DEC79 788E27D5 7E7D54DB 7BFD840F 7DA5ECE9 7AAF83D6 7D23F6E5 7521F4D4 762AEFA7 7EC43ABA
80CE70FD	7D7C7E4B 75D7481A 7E5D99A4 7C0549D4 7B7DBA1A 5C409B14 7BDF1907 79EA2FC6 013D679C 6FC914A3 7F9962C7 741D8974 76EBEEE4
809D1677	80210BA4 7BFA315B 5FE05D3C 59910410
7D8BF6BD	851F5955 78A61C69 7CCB3091 76198E32 79A9DE14 7BD7AC5B 7F60EE89 7F970AEE 7DB3EF1F
7F0826F0	7E31300D 798A22D9 7A10996B
7D890C0A	80701510 85B3E8FC 7DCB9A8B 0B7EFDD8 5DC439B4 7EA84801 80F7F501 80E772C7 7E7D048D 585E76CD 5BBF3E11 62F4ACBA 7D1B265D 806ED867
7DA5E7EA	7258F4EB 82FEA0E9
7D05DA2F	76A8F6AD 7FC1F02D 7FCFF142 59D2A24D 7635D46F 770D6F78 7E95D8CE 7BDB0D82 7D00A565 7DA6E02E 80C3B772 72019153 765B5F1F 7DC3EA88 7E7436A2 7E8E9A7A 77A0649F 77DDB320 78EDA188 7CF8B9AE 7D4E2752 7E174D4A 7FA972D6 8108030B 7EEA454B 80700D72 608E57D2 7D23BED9 772C4E68 797A3B8F 7E04D252 7E3A8EE9 7F713AFF 7DDACF91 7DA4FA3D 088EA79F 75DA51D0 7E16D31B 7E5F9E24 7EEC79E7 7F7FA79D 7D2122D5 7E0F597A 7FFCCB30 813693E7 77632592 84BF4CE3 62B43D36 771CC2D9 7E3A32F7 7A61E846 7DCC2EC4 7ECD3212 80648368 80DCF8AD 812D80B3 59526156 7E4E0C16 80C8CD6A 787F2784 7CF301E3 7FE3188C 803EE253 80C33F25 80DF3433 753926B9 7CF8E4FD 7EA43DC7 79398444 7AE13995 7CFDF55B 5A83C32F 77317D0D 777BFC05 8011E838 8102AF2C 815087F0 02C78C65 58CEC3E0 7A27D305 7E13799B 7EC096F3 595B5130 7B0255EF 8160611C 7E4B31EF 7FDD383D 80EF54E8 7925EBC4 7EE6713F 80F157F8 7D1E789C 7DF1C2D5 7E4B9AC1 809F624B 5D4C15E0 7F581CB0 80B40128 7743C79A 7842CA7F 78C170D3 7BD72B8D 7E44A621 7ECD2A35 7E05A16D 75253BC7 7E667B2C 7F2F86E4 815274CB 81097118 762C7302 7D51F7AC 58FA66AA 7D80C248 7EDEEB54 7BF1EB27 7F62A4D0 7F9BFA86 8020EF79 70DCD1BF 7D218121 5ED2C9D8 75B4859D 7B52B591 805C966C 7DC48ADC 7C145AE1 76CAC474 7E09B915 5BBFB9DF 78F69D35 7BC92957 7F944060 81599A1E 769D1E01 776D5CC4 810C4807 7D85BCDF 7DE560CE 7EC1BAC6 7FE46CA1 7ADBF286 7D86D655 80ACF1E5 08A6E4CB 5CC6C624 7A3B0052 7D596B39 81196311 814591F0 77EC56FB 7D3581F2 7DE3A69B 7E178A87 7D994A99 7F184CDC 79A3E655 7E18727E 80D9871C 8130BD0B 70022CC5 7D2584AE 7E2069B8
7DED3658	79DD54FF 7F39A7EE 7DA60443 7DA6DF60 585A6412 7C4B7444 7EB05265
7E254CE7	78739CC6 7F596388 00ED1E73 0A62DC37 806AA833 79F9727C 79B3C142 5BB52691 5CFBEC12 7ED24C15 07D362CB 598AE7E4 7D36F2D6 56A14571 7DBE0CA1 7F323E4F 811029E3 7E70A15C 769D3465 7FF3025A 8063AEDD 58424D77 808714DB 7DEFB6CC 0025F21B 05BE0CD7
80E07745	0F8776A0 7DC89975 7E21C561 7DBF9056 7ED36894 5C68D6B4 7FD088BC 5C6E2785 0096683A 7E974F08 5D439FC8 7F08DBE0 85A14DA1 63F6CBD5 76CF1CEE 7C432F67 81350977 774B8866 7F535837 7EC06E87 8102DEC7
8130432B	7E5D99A4 7EF24982 7D23BEBE 79809313 7FF84256 79A2F182 7E5BA948 5D6AE6F8 7A919D59 7ECEFC4E 8008749D 7D53B4E2
7DBE1B18	7D144CF3 8132DDDF 7FBE7B75 77AA5996 78F8493F 7E89F45F 62996833 76F6844F 7810869D 798C08E9 7BE982A1 7CFF6839 7D333507 762E1386 7B46475F 79AC1915 5C394A53
7F113FB4	262E4699 2690E711
7AA04CE9	5B7F3E90 5A7E12B1 623587FB 7DC0B4A1 80CBC78F 5C3F5A55 5C02944D 7B550240 79D316B6 01873DB0 71348856 0C034E1E 76B2785A
80C60C17	7F630A81 813E72B4 634C4109 80AB560D 7AD3E400 7DFED0C7 7FDCBEBC 7A782907 7B9A3AB6 05E31975 7D4A0DF3 78B8EB75 8008DA2B 80454CA3 5BF55387 7F4C99F8 81488397 80850071 76B50136 7F1F96AB 80F6BF8A 8131E091 8123EE44 78C81484 7DAE5892 7FB8B373
7FE00080	7DED2130 7DEA1F57 7E753694 5C814860 7FB33462
586E11C4	80E6CE75 7DBA2ED2 7676E40A 7A69C192 7792A48D
00E637C2	0AF69A7A 74445860 7FA9CA6D 811E5D2C 8334E650 5AA1C48F 7C7A2534 7F6C615C 5C0371CF 6A9A6C4F 7F3EA176
7E90ECA9	76E8FCD6 7F0BCE20 128E621B 7E4C05CF 7F8006A0 7B095508 7C9E6007 7997B003 7C7D6EF8 0A723247 7D24F6D2 5917AFFA 80793547 7D0D991E 8123F48B 5CDCDE03 6CFA3411 80982FFC 7EA39B87 75C791B6 7D149ABA 800A7313 7A86CB3D 7D21617F 80077471 7F3843AD 7F2F1DA7
7FAF6F85	0B036434 800277CB 0931AB1C 7F2FA514 80B8235B 7F446F63 75D5B11C 7FDD11EB 7A86EED1
7DC079CA	7ED48FB4 782ECAB4 7D556CC2 7F31B048 77CEEAF3 76D5922C 599D8DB9 764FFD29 7C520BB2 7DA4A0E6 7D98F3B3 7AD2CE5B 79E259C5 7C84BD6B 6E842B48 753E9341
7CEB1C29	7CFCA544 7F492386 5D467050 7C5443B1 800DEAAD 76F8C1D1 7AD48952 00F87B76 777753C0 812BD5B8 5ADF68E6 7E2D7F36 2620F2A6 81582B08
7EF1A419	803EF250 80E1E703 8126C856 01AFC374 7B647D03 08C47627 7E87AB39 6A5923B8 7F1EA3CA 0A67B76F 844D19EC 7E8168C6 7EA32CF1 65B4B1EE 7B860640 7DC6401A
7E5281B5	727D205D
77D7AF5C	04A359AD 7D60BC70 78830EFB 7DE2B703 78E6F800 763B7E81 7FD4C1BD 797B967C 79E64FE4 7D0DBE62 58B18B5D 763D81AB 7D949226 79A87C4E 7B0B78CE 75BC9DAC 7BE020BB 7E2AA92E 7ED96EAB 76F5F3EA 7CF4949D 7A1FE398
7A707612	7F58C96B 7866E646 7FD173E6 7C2B4278 80726F29 0406D6A6
7FF8F5FE	75D7481A 0D41EDF3 7E84C25A 7EF24982 5A396342 7FF84256 7F5078D0 809F3999 7E5D99A4 7D8D29F6 8008749D 7F5608C8 78427146 7E9595A1 813F7646 791C253F
7676D47B	758959AF 7D47830B 802AD866 7E6CAFC8 7D671F24 7F13028F 8094C043 7D00DD2A 7DEDC4E9
7D08F93E	775E0314 76E8FCD6 7CF594B0 81244EA1 7C0FD803 7C9C2B58 8025C887 813701EE 79056D27 7F6BDD5D
7B8D455D	76E482E0 7B828E78 7A953242 7E1A817D 76C6F731 14D80FCE 7742A48D
7D5A47EF	7C30A88E 7D538896 7EE10BE1 7E26E187 7F13399E 8029C72E 7B09088D 7E81E439 77E83217
8048A3A3	78D5B90A 7C2A6D32 7B7FD11B 7F0CA9CE 7AE00017 10226848
7F0252E4	769510E5 0252BFEE 75CD1194 5B51B48A 7F37ED65 7EAD3238 772A24E7 8131E064 7798CD11 7BFE4C42 81270B0E 766DF694 7CF17E0E
8000D0C9	80E8E6AE 7E4AC048 0C3C2576 808664A7 7F9C63A2 7FC85C82 0C2225EA 814962BC 80FDFB8D 7E180773 80D6EE01
76830907	812940F7 7BBB6DFF 76B64927 58585EE9 7B2B9212 5C471E03 794D6AC5 7CB132BA 788956E7 7B626E72 03934BFA 7810D5F8 7E5E4111 78F66150 79D513F8 07D5D4EA 81AFF123
77C81243	587ACE7D 7D65053B 77FC4594 77633BF1 59C693DB 7A095D3B 7619AB3B 7FEDC06B 5A7A736D 7C7E6F27 7CC0D6BA 07B199FD 01AE811F 5AB692AF 7C56E73F 7D175FDD 06E1051D 7D490B5C 76B9862E 0481CE38 75AAB671
